Date,Ticker,Speaker,Speaker_Type,Text,session,Content_Type,Description,Role,WC,Analytic,Clout,Authentic,Tone,Sixltr,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
2013-04-23,AAPL,Tim Cook,executive,"Yeah Ben, that’s a good question. My view continues to be that iPhone 5 has the absolute best display in the industry. And we always strive to create the very best display for our customers. And some customers value large screen size, others value also other factors such as resolution, color quality, white balance, brightness, reflectivity, screen longevity, power consumption, portability, compatibility with apps and many things. Our competitors had made some significant trade-offs in many of these areas in order to ship a larger display, we would not ship a larger display iPhone while these trade-offs exist.",question_answer,Unscripted,Chief Executive Officer,executive,100,76.14,65.56,30.86,99,22,40,12,5,1,4,0,0,0,7,6,10,5,3,6,1,7,7,5,0,1,4,6,6,0,0,0,0,5,0,0,0,0,13,3,2,1,3,2,3,10,10,0,0,0,0,0,0,0,15,4,5,8,3,0,2,4,0,12,0,7,4,6,0,0,4,0,0,2,0,1,1,0,0,19,5,11,0,0,0,0,2,0,1,0,0
2012-04-25,AAPL,Tim Cook,executive,"Shaw, it's Tim. We launched with China Telecom in March. And in early part of March, we were at a supply-demand balance with them prior to the end of the quarter. We're very happy to be working with them.",question_answer,Unscripted,Chief Executive Officer and Director,executive,40,96.79,97.69,59.88,72.57,12.5,57.5,15,12.5,0,7.5,0,0,5,2.5,7.5,25,7.5,2.5,2.5,0,12.5,5,0,0,2.5,2.5,2.5,2.5,0,0,0,0,12.5,0,0,0,0,2.5,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,7.5,2.5,2.5,0,0,5,7.5,0,22.5,2.5,7.5,7.5,2.5,0,0,0,0,0,0,0,0,0,0,0,22.5,10,5,0,0,0,0,2.5,0,5,0,0
2020-07-31,AAPL,Tim Cook,executive,"Well, as you've seen, obviously, we've had a sequential expansion in gross margin for services. And that was driven primarily by mix as you said, right. We have a very broad portfolio and depending on which one of the services does better than we have an impact on Services gross margins. We like the Services business because it is -- it's a recurring type of revenue and the margins are accretive to company margin. We did over 67% this quarter, but we want to offer very competitive services across the board and the same -- I think I'm going to make the same comments that I made on products. What matters to us is to be successful with everything that we do and provide great products and services to our customers. So the relative success of our products and services in the marketplace will drive to a certain extent with our margins are, that's the margins are a byproduct of our success in the marketplace.",question_answer,Unscripted,Chief Executive Officer,executive,163,71.77,96.22,8.82,88.3,25.77,59.51,16.56,10.43,1.84,7.36,1.23,0,0,6.13,9.82,15.95,11.66,3.07,7.36,0,16.56,6.75,3.68,1.23,1.84,0,6.13,4.91,1.23,0,0,0,12.27,0,0,0,0,8.59,0.61,4.29,0.61,0.61,1.84,1.23,1.23,0.61,0.61,0,0,0,0,0,0,12.27,7.36,3.68,1.23,3.07,0,4.91,10.43,1.23,9.82,1.84,6.13,1.23,12.27,0,0,3.68,0,0,0.61,0,0,0,0.61,0,14.11,4.29,3.68,0,0,0,0,2.45,0,3.07,0,0.61
2020-07-31,AAPL,Tim Cook,executive,"Well, I don't want to make a forever comment, but there are -- we are a product company and we love making the whole thing. And because if we can -- on the user experience in that way and with the goal of delighting the user. And that's the reason that we're doing the Apple Silicon is because we can envision some products that we can achieve with Apple Silicon that we couldn't achieve otherwise. And so that's how we look at it.",question_answer,Unscripted,Chief Executive Officer,executive,81,10.81,94.55,1.98,88.52,19.75,67.9,20.99,11.11,1.23,9.88,0,0,0,9.88,9.88,8.64,13.58,4.94,14.81,2.47,16.05,0,0,1.23,0,2.47,3.7,3.7,0,0,0,0,13.58,0,0,0,0,18.52,1.23,9.88,3.7,2.47,1.23,3.7,2.47,1.23,0,0,1.23,0,0,0,0,14.81,11.11,3.7,0,3.7,0,0,16.05,0,6.17,0,4.94,1.23,7.41,0,0,0,0,0,1.23,0,0,0,1.23,0,18.52,4.94,2.47,0,0,0,0,4.94,0,6.17,0,0
2019-04-30,AAPL,Tim Cook,executive,"It's growing very, very fast Mike. I think it was up around 70% over the previous year. We're expanding into new geographies as well and we still have more geographies out there that we think can move the dial further. So, it is a -- it's definitely a business that is big and getting bigger.",question_answer,Unscripted,Chief Executive Officer,executive,54,15.46,82.28,99,88.52,16.67,62.96,18.52,7.41,1.85,5.56,0,0,0,11.11,7.41,11.11,12.96,14.81,7.41,0,22.22,11.11,7.41,0,1.85,1.85,3.7,3.7,0,0,0,0,5.56,0,0,0,0,5.56,3.7,0,0,0,1.85,0,0,0,0,0,0,0,0,0,0,14.81,5.56,0,7.41,1.85,0,3.7,18.52,0,29.63,5.56,16.67,9.26,1.85,0,0,1.85,0,0,1.85,0,0,0,1.85,0,22.22,7.41,3.7,0,0,0,0,3.7,0,5.56,0,1.85
2012-01-25,AAPL,Tim Cook,executive,"Gene, it's Tim. The Apple TV product is doing actually very well. In last fiscal year that ended in September, we sold a bit above 2.8 million units. And just in the past quarter, the December quarter, we set a new quarterly record for Apple TV at over 1.4 million. But in the scheme of things, if you dollarize this in revenue that -- we still classify this as a hobby. However, we continue to add things to it and if you're using the latest one, I don't know about you, but I couldn't live without it. And so I think it's a fantastic product. And we continue to pull the string to see where it takes us. But other than that, I don't have any comments.",question_answer,Unscripted,Chief Executive Officer and Director,executive,126,37.53,53.17,84.08,55.71,15.87,61.11,20.63,10.32,3.17,4.76,2.38,0,0,10.32,7.94,14.29,7.14,7.14,9.52,3.17,14.29,3.97,2.38,0.79,6.35,2.38,1.59,1.59,0,0,0,0,7.94,0,0,0,0,13.49,1.59,2.38,2.38,2.38,0,7.94,0.79,0.79,0,0,0.79,0,0.79,0,0,7.94,4.76,0,1.59,1.59,0,2.38,11.9,0,16.67,0.79,7.14,8.73,1.59,2.38,0,2.38,0,0,0.79,0,0,0,0.79,0,20.63,7.14,7.14,0,0,0,0,1.59,0,4.76,0,0
2014-07-23,AAPL,Tim Cook,executive,"Yes, we didn’t talk about how the business model is going to work. But generally speaking, I think that each of us have revenue streams in the enterprise and each of us went from having those revenue streams. So that’s how I look at that. And we win if we can drive that penetration number I spoke about from 20% to 60%. That would be incredibly exciting here. The walls would shake. And so that’s what I hope for.",question_answer,Unscripted,CEO,executive,79,9.59,73.66,11.92,73.09,13.92,63.29,21.52,11.39,5.06,6.33,0,0,0,10.13,3.8,13.92,12.66,10.13,11.39,1.27,20.25,1.27,0,3.8,2.53,2.53,5.06,3.8,1.27,1.27,0,0,10.13,0,0,0,0,12.66,1.27,2.53,5.06,3.8,0,3.8,3.8,1.27,2.53,0,0,0,0,0,0,10.13,6.33,2.53,1.27,2.53,0,3.8,13.92,2.53,8.86,5.06,3.8,0,2.53,0,0,3.8,0,0,1.27,0,0,1.27,0,0,17.72,8.86,2.53,0,0,0,0,0,0,3.8,0,2.53
2012-07-24,AAPL,Tim Cook,executive,"Yes, sure. Gene, we’re seeing, with an 84% Op year-over-year, we’re seeing triple-digit growth rates in many, many geographies. Generally speaking, the international markets in the aggregate are extremely strong, in the triple-digits internationally. The U.S. is a bit lower, but I think it's important to keep in mind that the U.S. was on a faster adoption curve with iPad. And so we’re thrilled with the numbers everywhere. Latin America is tripling. We’re seeing growth out of the countries that are a bit border on being shocking in terms of the growth rate. We would not have dreamed of shipping over 17 million last quarter, and feel very, very good about it.",question_answer,Unscripted,Chief Executive Officer,executive,116,92.42,72.68,64.79,74,18.1,50,8.62,5.17,0.86,4.31,0,0,0,3.45,10.34,15.52,7.76,6.03,3.45,0.86,17.24,2.59,1.72,0,3.45,6.03,6.03,4.31,1.72,0,0,0.86,5.17,0,0,0,0,8.62,1.72,0,0.86,1.72,2.59,1.72,4.31,2.59,0.86,0.86,0,0,0,0,0,9.48,4.31,0,4.31,0.86,0,0.86,11.21,0,19.83,3.45,13.79,3.45,0.86,0.86,0,0.86,0,0,1.72,0,0.86,0.86,0,0,27.59,10.34,8.62,0,0,0,0,3.45,0,4.31,0,0.86
2014-04-24,AAPL,Tim Cook,executive,"There is a lot there, let me see if I can address it quickly and I want to just add one thing to the point that you asked Luca. Just to be clear on the iPhone 4 question, we sold a very, very low single-digit percentage of those and so it had extremely minimal impact of results on the quarter. In terms of the general upgrade or the installed base, some of the programs that the carriers are running may serve to increase the upgrade cycle because there are some areas where customers can pay a bit more in the beginning and have the ability to essentially upgrade each year. So I think there is some that work that way. I think there is some that work the way that more of the way that you're leaning, and how these balanced are very difficult currently to conclude. But regardless of how those balance, what I see as the bigger opportunity for Apple is that the smartphone market is still only 1 billion or so units and it will eventually take over the entire mobile phone market. We've seen our ability to attract new users to iPhone to be very significant in the emerging markets. We were seeing new to iPhone numbers on the iPhone 4s sales in the 80 percentages in certain large geos. So, this to us give us a great comfort that we can continue to grow and we may not be able to attract some of those buyers to our top phone because of the price point. But if we can get them in on the entry iPhone, it gives them a great product, at a great value and gets them into the ecosystem. And as you know from following us for a while, our ability to keep customers is very good and our ability to show other products that Apple produces to a family that's buying Apple product is also very good. And so, at the macro level, I see the opportunity of the market and getting more people into the Apple ecosystem much larger than any of the noise around the different carrier plans, some of which I think helped, and some of which I think worked the opposite way and it's completely unclear to me how those net. It's probably also important to know that the bulk of the things you're seeing in the U.S. are not occurring in many of the other geos in terms of the upgrade policies and so forth. I mean, each country has its own kind of cadence associated with this, and the U.S. is – it’s in the 30% of our business, not 100%. So it’s important to weigh it with a proper perspective.",question_answer,Unscripted,Chief Executive Officer,executive,455,65.46,66.2,32.3,74.83,16.26,57.8,14.95,7.03,2.42,3.08,0.88,0,0.66,7.91,9.67,14.07,7.69,7.47,8.35,0.66,13.63,4.62,2.2,1.54,1.98,4.84,3.52,3.08,0.44,0,0,0.22,6.37,0.22,0,0,0,12.09,2.2,2.2,0.88,4.18,1.1,3.08,2.42,1.76,0.66,0,0.22,0,0,0,0.22,10.11,3.3,2.64,1.98,2.64,0.22,1.76,11.87,1.1,11.43,1.54,7.69,2.42,3.96,0.44,0.44,2.86,0,0,0,0,0,0,0,0,10.33,4.18,3.74,0,0,0,0,0.22,0,1.76,0,0.44
2019-10-31,AAPL,Tim Cook,executive,"Katy, it's Tim. We are very thrilled with what we're seeing in early going on iPhone 11 and iPhone 11 Pro and Pro Max. It's early but the trends look very good. So I don't want to make a long-range forecast here. We've put our current thinking in the guidance and you can tell from the guidance we are bullish.",question_answer,Unscripted,Chief Executive Officer,executive,61,31.06,94.94,31.05,83.88,11.48,52.46,16.39,11.48,1.64,8.2,1.64,0,0,4.92,6.56,9.84,11.48,6.56,8.2,1.64,24.59,3.28,0,1.64,3.28,0,3.28,3.28,0,0,0,0,11.48,0,0,0,0,6.56,1.64,1.64,1.64,0,0,1.64,3.28,3.28,0,0,0,0,0,0,0,9.84,8.2,0,0,1.64,0,1.64,19.67,1.64,14.75,3.28,6.56,4.92,0,0,0,0,0,0,0,0,0,0,0,0,19.67,8.2,1.64,0,0,0,0,1.64,0,8.2,0,0
2011-10-19,AAPL,Tim Cook,executive,"Toni, I don't want to comment on any particular litigation. It's our policy not to do that. But basically as you know, we spend a lot of time and money and resource in coming up with incredible innovations, and we don't like it when someone else takes those. And so that's why we -- unfortunately, we've been pushed into the court system as a remedy to that, but I don't want to comment about any particular lawsuit.",question_answer,Unscripted,Chief Executive Officer and Director,executive,76,17.17,74.48,25.8,25.77,17.11,61.84,19.74,10.53,2.63,6.58,1.32,0,0,9.21,3.95,17.11,10.53,6.58,13.16,5.26,19.74,6.58,5.26,2.63,0,3.95,2.63,1.32,1.32,0,0,0,11.84,0,0,0,0,15.79,1.32,1.32,2.63,5.26,0,5.26,0,0,0,0,0,0,0,0,0,11.84,6.58,0,3.95,1.32,0,2.63,14.47,1.32,10.53,2.63,5.26,2.63,3.95,0,0,2.63,0,0,0,0,0,0,0,0,23.68,5.26,6.58,0,0,0,0,2.63,0,9.21,0,0
2020-01-29,AAPL,Tim Cook,executive,"So, retail stores did fantastic on iPhone, very strong double-digit growth in iPhone from a year-over-year point of view. And one of the factors that enabled that was the -- getting to a monthly payments on the Apple Card to make it very simple. Of course, that’s U.S. only at this point, but the U.S. is very key market for us. And so, it was an important part of it.",question_answer,Unscripted,CEO,executive,72,86.43,55.52,23.51,92.4,9.72,56.94,11.11,1.39,0,1.39,0,0,0,9.72,9.72,18.06,6.94,8.33,6.94,0,9.72,4.17,0,0,2.78,2.78,4.17,4.17,0,0,0,0,1.39,0,0,0,0,4.17,0,2.78,0,0,0,1.39,1.39,1.39,0,0,0,0,0,0,0,8.33,1.39,1.39,4.17,1.39,0,4.17,4.17,0,15.28,1.39,9.72,4.17,5.56,0,0,5.56,0,0,0,0,0,0,0,0,26.39,11.11,6.94,0,0,0,0,6.94,0,1.39,0,0
2014-01-28,AAPL,Tim Cook,executive,"I think the 5S, people are really intrigued with Touch ID. It’s a major feature that has excited people. And I think that, associated with the other things that are unique to the 5S, got the 5S to have a significant amount more attention and a higher mix of sales.",question_answer,Unscripted,CEO,executive,50,73.88,27.43,30.86,63.69,12,56,18,6,6,0,0,0,0,12,14,10,12,2,4,0,18,8,6,0,0,4,2,2,0,0,0,0,4,0,0,0,0,10,6,0,0,0,0,4,2,0,0,2,0,0,0,0,0,6,0,0,2,4,0,2,14,0,2,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,14,6,6,0,0,0,0,0,0,2,0,0
2021-10-29,AAPL,Tim Cook,executive,"Yes. It’s really too early to make comments on mix at this point because it has been -- we have been in a constrained environment. So, the mix becomes more obvious, once supply and demand are balanced.",question_answer,Unscripted,CEO,executive,36,24.62,71.09,74.76,25.77,19.44,58.33,11.11,2.78,0,2.78,0,0,0,8.33,5.56,11.11,19.44,8.33,8.33,0,22.22,5.56,2.78,0,2.78,2.78,0,0,0,0,0,0,5.56,0,0,0,0,13.89,2.78,5.56,0,0,2.78,2.78,0,0,0,0,0,0,0,0,0,5.56,2.78,0,2.78,0,0,5.56,16.67,0,19.44,0,13.89,5.56,0,0,0,0,0,0,2.78,0,0,2.78,0,0,22.22,8.33,5.56,0,0,0,0,5.56,0,2.78,0,0
2014-10-21,AAPL,Tim Cook,executive,"Well for Apple if as an investor I would hope that people would look at what we've done and what we've delivered and the power and strength of the product line that we've announced and maybe more importantly then all the stuff that you see, is to look at the skills within this company. And the fact that I think it's the only company on the planet that has the ability to integrate hardware and software and services at a world-class level and that in itself allows Apple to play in so many different areas and so the challenge becomes one of deciding which ones to say no to and which ones to say yes to and want to focus not once -- not once do we have any great ideas and we always had more ideas than we have resources to deal with. And so I would look at that. I would look at what we talked about last week. Things like continuity and if you use your imagination and think about where that goes, there is no other company that can do this. Apple is the only one and I think this becomes so incredibly important moving forward for customers living in an environment where they're using multiple devices. And so I would look at the skills, the capabilities, the passion of the company and the creative engine has never been stronger. And I think you can see that from the Apple Watch, you can see that with Apple Pay. Apple Pay is a classic app for taking something that is incredibly old, outdated, kludgy. Everybody is focused on everything except for the customer and putting the customer at the center of the experience and making something very elegant. And so I would look at those things and when I look at those things, I would as an investor, I feel great, as a personal investor I feel great.",question_answer,Unscripted,CEO,executive,320,39.46,63.45,27.99,93.78,15.94,62.5,17.81,7.5,3.75,2.19,1.56,0,0,10.31,8.12,13.44,10,5.62,11.25,1.56,18.12,4.69,2.81,2.5,1.25,1.88,4.69,4.38,0,0,0,0,7.5,0,0,0,0,14.06,3.75,1.88,3.44,2.19,1.88,2.5,5,3.44,0.62,0.62,0.62,0,0.31,0.31,0,7.19,2.19,1.88,1.88,1.25,0,2.19,13.12,0.62,10.94,1.56,6.88,3.12,5.62,0.31,0,2.5,0,0,0.94,0,0.31,0.31,0.31,0,9.06,3.44,3.12,0,0,0,0,0.94,0,1.56,0,0
2019-10-31,AAPL,Tim Cook,executive,"We are paying some tariffs today as you know, some that went into effect pre-September, and some others that went into effect in September. So we are paying some that's been comprehended. But in general, my view is very positive in terms of how things are going, and that positive view is obviously factored in our guidance as well. And just the tone I think has changed significantly and I have long thought that it was in both countries, best interests to get to an agreement that may be initially doesn't solve everything but solves some things that each party may want and get to a better place than where we're at and I'm hopeful that that's where we're headed.",question_answer,Unscripted,Chief Executive Officer,executive,121,16.28,66.04,94.46,99,15.7,57.85,19.83,8.26,3.31,4.13,0.83,0,0,11.57,2.48,12.4,13.22,5.79,9.92,0.83,24.79,7.44,4.13,2.48,0,5.79,7.44,7.44,0,0,0,0,6.61,0,0,0,0,22.31,6.61,4.96,1.65,6.61,3.31,3.31,1.65,1.65,0,0,0,0,0,0,0,11.57,4.96,3.31,0.83,4.96,0,4.13,18.18,3.31,19.01,4.13,11.57,3.31,1.65,0.83,0,1.65,0,0,0.83,0,0,0,0.83,0,13.22,3.31,4.13,0,0,0,0,0.83,0,4.96,0,0
2015-10-28,AAPL,Tim Cook,executive,"Let me go back to your question. And this is an exactly what you're asking that what your view, I think some color is. The reason I can't answer this is, we don't look at any aggregate, we actually look at the detailed because it's much more important for to us to look at, buy iPhone model by country, what percentage going to our first iPhone buyers. Somebody that's never owned an iPhone before. And so if you look at China as an example, it's over 50% of people that bought 6 and 6 Plus were buying their first iPhone. As you move down the line, that numbers goes up. And so a 5s generally speaking is higher in most countries. And so, that gives a feel for very important market and we cannot where the numbers are.",question_answer,Unscripted,Chief Executive Officer,executive,138,31.91,87.68,64.25,52.99,12.32,60.14,19.57,10.14,2.17,3.62,3.62,0,0.72,9.42,6.52,14.49,9.42,6.52,10.14,2.9,19.57,4.35,4.35,2.9,3.62,4.35,1.45,1.45,0,0,0,0,12.32,0,0,0,0,12.32,3.62,1.45,0.72,5.07,1.45,2.9,5.8,4.35,0.72,0.72,0,0,0,0,0,10.14,3.62,1.45,4.35,0.72,0,1.45,15.94,0.72,15.22,2.9,9.42,3.62,0.72,0,0,3.62,0,0,0,0,0,0,0,0,16.67,5.8,5.8,0,0,0,0,0,0,4.35,0,0.72
2021-10-29,AAPL,Tim Cook,executive,"Yes. The first product, Shannon, that really sold on a monthly basis was iPhone. And that began to happen in the U.S., as an example, shortly after the subsidy kind of world changed markedly. And so, I would say that predominantly, the mode of buying an iPhone in the United States is on a monthly kind of plan today. For the balance of the products, still the most popular would be buying them outright. But, we are seeing more and more demand for monthly payments. And so, we want to give the customer what they want. And so, you will see us do more and more things like that that will meet the customer where -- and provide the price that they want -- in a way that they want to pay for it. I don’t know the percentage of products that are sold that way today, but it is increasing.",question_answer,Unscripted,CEO,executive,147,66.55,77.28,13.15,37.82,16.33,57.82,15.65,6.8,1.36,2.04,0.68,0,2.72,8.84,11.56,11.56,8.16,4.76,8.84,0.68,18.37,5.44,5.44,1.36,0.68,4.08,0.68,0.68,0,0,0,0,8.84,0,0,0,0,12.24,0.68,3.4,4.08,2.04,0,2.04,2.04,1.36,0.68,0,0,0,0,0,0,4.76,2.72,1.36,0.68,0,0,3.4,13.61,2.04,14.29,1.36,6.8,6.12,4.76,0,0,6.12,0,0,0.68,0,0,0.68,0,0,18.37,7.48,7.48,0,0,0,0,2.72,0,0.68,0,0
2012-07-24,AAPL,Tim Cook,executive,"Let me avoid talking about the product transition, but you’re very smart to ask that. I don't want to get into specific topics about with different carriers, but generally I would just say that our role is to make the very best smartphone in the world and that has an incredible user experience far superior than anything else that customers want to use everyday. And I think at the end of the day, the carriers want to buy or want to provide their customers with – what their customers want to buy. And so the most important thing for Apple by far is to continue making the best products in the world and we are very deeply committed to doing this and we’re maniacally focused on it. From the carrier’s perspective, I think it’s also important to remember that the total subsidy that they pay is fairly small relative to the monthly payments they collect over a 24-month contract period. And I think many would tell you, they certainly told to me, that iPhone has several advantages for them over other smartphones, the churn rates are much less, you see carriers now focusing on shared data plans and I think an iPhone customer is likely more – is more likely to have a Tablet or an iPad. And so I think they really value these customers quite a bit. Also, our engineering teams are very sensitive to working with carriers to find the most efficient way to deal with data. And we think that we are the most efficient smartphone on the market for smartphones that are in an app rich ecosystem. And so we are going to continue to focus – focusing on making the best product and I think that the carriers will be very motivated to make sure that they provide that to the customers.",question_answer,Unscripted,Chief Executive Officer,executive,306,72.1,72.17,38.71,87.44,18.95,55.23,16.01,9.15,3.27,2.29,0.98,0,2.61,6.86,8.5,14.38,7.52,5.23,6.54,0.33,17.32,6.21,3.59,0.33,0.33,3.59,4.9,4.25,0.65,0.33,0.33,0,9.15,0,0,0,0,16.34,3.59,2.94,2.29,3.59,1.96,2.94,0.98,0.33,0.33,0,0,0,0,0,0,8.82,2.94,3.27,3.27,1.63,0.33,0.98,14.71,0.98,11.76,2.29,6.21,2.94,4.9,0.33,0,3.92,0,0,0.33,0,0.33,0,0,0,8.17,3.27,2.94,0,0,0,0,0.33,0,1.63,0,0
2021-04-29,AAPL,Tim Cook,executive,"Most of our issue is on legacy nodes. And so on legacy nodes, there are many different people, not only in the same industry, but across other industries that are using legacy nodes. And so in order to really answer that question on -- accurately, we would need to know the true demand from each of these players and how that's going to change over the next few months. And so it's very, very difficult to give you good answer. I think we have a good handle on our demand. But what everybody else is doing, I don't know. And so we will do our best. That's what I can tell you.",question_answer,Unscripted,Chief Executive Officer,executive,111,14.06,79.13,71.04,75.85,7.21,62.16,18.92,9.91,2.7,5.41,1.8,0,0,9.01,3.6,13.51,12.61,9.01,10.81,1.8,18.92,7.21,3.6,2.7,0,3.6,4.5,3.6,0.9,0,0,0,11.71,0,0,0,0,19.82,5.41,2.7,1.8,1.8,2.7,6.31,0,0,0,0,0,0,0,0,0,12.61,5.41,0.9,4.5,2.7,0.9,0,15.32,1.8,11.71,1.8,7.21,1.8,1.8,0,0,0,0,0,0,0,0,0,0,0,18.02,7.21,5.41,0,0,0,0,1.8,0,3.6,0,0
2015-04-28,AAPL,Tim Cook,executive,"Tony, we’re not going to guide to or give projections of gross margin outside of the current quarter. And so what we have right now, which is a situation, it’s not surprising to us, we knew we would be here, is that the watch gross margins for the current quarter that we’ve included in the guidance that Luca’s provided in the aggregate, are lower than the company average. And so that to us is intuitive that they would be. And so I think we must be just looking at it through a different lens than you are.",question_answer,Unscripted,CEO,executive,97,31.15,89.18,22.64,4.66,19.59,68.04,20.62,11.34,1.03,8.25,1.03,0,1.03,9.28,8.25,14.43,14.43,6.19,7.22,2.06,20.62,7.22,4.12,2.06,2.06,1.03,4.12,1.03,3.09,0,0,1.03,12.37,0,0,0,0,11.34,2.06,0,3.09,1.03,1.03,6.19,2.06,2.06,0,0,0,0,0,0,0,9.28,8.25,0,1.03,0,0,4.12,17.53,1.03,10.31,1.03,6.19,3.09,1.03,0,0,0,0,0,0,0,0,0,0,0,14.43,4.12,6.19,0,0,0,0,0,0,4.12,0,0
2013-07-23,AAPL,Tim Cook,executive,"Gene, it’s Tim. The reference that Peter made earlier was to the iPhone 4 and what we have seen is that the number of first-time smartphone buyers that the iPhone 4 is attracting is very, very impressive. And we want to attract as many of these buyers as we can. And we saw that beginning to happen towards the end of the Q2 timeframe as I have referenced on last quarter’s call and we did that on a wider spread basis offered the more affordable pricing on a wider scale basis this quarter and continued to be very happy with what we saw and where iPhone 5 continues to be the most popular iPhone by far, we are really happy to provide an incredible high-quality product with iPhone 4 running iOS 6 to as many first-time smartphone buyers as we can. And I think it’s proven to be exactly a great product for that buyer.",question_answer,Unscripted,Chief Executive Officer,executive,158,75.27,87.27,25.71,94.11,16.46,52.53,13.92,6.33,1.27,5.06,0,0,0,7.59,7.59,15.19,9.49,3.16,7.59,0,13.92,11.39,6.33,1.9,5.7,2.53,4.43,4.43,0,0,0,0,8.23,0,0,0,0,8.23,2.53,3.16,0.63,0.63,1.27,0.63,1.9,1.9,0,0,0,0,0,0,0,7.59,5.06,1.27,0.63,0.63,0,4.43,12.03,0,13.29,0.63,5.7,6.96,1.27,0.63,0,3.8,0,0,0,0,0,0,0,0,8.86,3.16,1.9,0,0,0,0,1.9,0,1.9,0,0
2015-04-28,AAPL,Tim Cook,executive,"I don’t have the comparisons in front of me, about the answers to either one of your questions. My understanding of what you asked was is the 20% number that I’d mentioned in the question from Gene, how does it compare year over year, is it a lot different? I don’t know the answer to that off the top of my head. As I look at the number, my point from bringing it up is that there’s a lot of people that haven’t upgraded to a 6 and 6 plus. And so as I look at that, it screams that there’s significant opportunity there. And that’s before thinking about switchers and first time buyers.",question_answer,Unscripted,CEO,executive,114,54.69,26.97,94.69,25.77,13.16,64.91,20.18,9.65,7.89,0,1.75,0,0,10.53,8.77,20.18,11.4,6.14,7.89,2.63,16.67,7.02,7.02,1.75,4.39,2.63,1.75,0.88,0.88,0,0,0,5.26,0,0,0,0,11.4,6.14,0.88,0,3.51,0,2.63,2.63,1.75,0.88,0,0.88,0.88,0,0,0,5.26,0,2.63,2.63,1.75,0,1.75,12.28,0,14.04,0.88,8.77,4.39,0,0,0,0.88,0,0,0,0,0,0,0,0,16.67,4.39,4.39,0,0,0.88,0,0,0,6.14,0,0.88
2016-01-27,AAPL,Tim Cook,executive,"No, I don't -- honestly, this has nothing to do with wanting to move customers from one person to another. This has to do with wanting to provide customers a very simple way to upgrade. Because we serve a significant number of customers in the Apple Store who want the iPhone when it's new and when it comes out, and so we've designed a program that made it simple and easy to do that. I have no idea over time how the percentage of the sales will vary between carriers and the Apple retail store, but that's not our overriding objective.",question_answer,Unscripted,CEO,executive,100,47,50,9.13,63.69,19,62,15,5,2,3,0,0,0,10,8,16,11,5,10,5,18,4,0,4,1,2,2,2,0,0,0,0,6,0,0,0,0,11,1,3,3,1,1,2,0,0,0,0,0,0,0,0,0,4,3,0,1,0,0,2,14,1,11,3,4,4,5,0,0,7,0,0,0,0,0,0,0,0,14,4,4,0,0,0,0,2,0,4,0,0
2011-10-19,AAPL,Tim Cook,executive,"Not entirely. If you look at on the sell-through basis, the sequential comparison is down 2.4 million units. That's 19.7 million from the previous quarter, which had an inventory build in it to bring it to a sell-in of over 20 million and to 17.3 million this quarter, which had an inventory reduction of a little less than 200,000, which Peter talked about in his opening remarks. That 2.4 million was much less of a reduction than what we were expecting and was a large factor in our revenue exceeding our guidance by over $3 billion. We expected it to be greater than 2.4 million because we knew that there was great anticipation of the June or July new iPhone because that was the pace that we have been on for the last several years. And as we had predicted, that sell-through decline did occur in the quarter, but not nearly to the extent that we fought and therefore, we significantly beat our guidance. The reduction happened largely in the back half of the quarter as the speculation hit extreme highs. However, we're thrilled to be shipping the new iPhone 4S and iOS 5 and iCloud, and we're very confident that we will set an all-time record in the December quarter for iPhone sales. We -- in our wildest dreams, we couldn't have gotten off to a start as great as we have on the 4S.",question_answer,Unscripted,Chief Executive Officer and Director,executive,240,84.62,86.98,19.47,57.28,21.25,57.5,14.58,7.92,0,7.08,0.42,0.42,0,6.67,9.58,17.5,7.92,2.92,7.08,1.25,13.75,7.5,5,1.67,9.58,2.5,2.5,2.08,0.42,0,0.42,0,8.75,0,0,0,0.42,9.17,0.42,2.08,1.67,1.25,1.25,3.75,0.83,0.42,0.42,0,0,0,0,0,0,10.83,7.08,0.83,2.5,1.67,0,6.67,6.25,2.08,13.75,0.42,8.75,5,0.83,0.42,0,2.08,0,0,0,0,0,0,0,0,12.92,3.75,4.58,0,0,0,0,2.5,0,1.67,0,0.42
